Id,date,TotalSteps,Calories,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalIntensity,avg_hr,max_hr,min_hr,hr_std,hr_range,TotalMinutesAsleep,TotalTimeInBed,sleep_hours,sleep_efficiency,mood_score,productivity_score
1844505072,2016-05-04,2080,1549,0,0,87,1353,87.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.28895242465247,2.8270833333333334
1844505072,2016-05-05,2237,1589,0,0,120,1320,120.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.334785757985804,2.872916666666667
1844505072,2016-05-06,44,1351,0,0,2,1438,2.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.170896869096915,2.7090277777777776
1927972279,2016-04-12,678,2220,0,0,55,734,58.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,750.0,775.0,12.5,0.967741935483871,7.485236344792129,5.668055555555556
1927972279,2016-04-13,356,2151,0,0,32,986,32.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,398.0,422.0,6.633333333333334,0.943127962085308,4.5439557047268995,3.1180555555555554
1927972279,2016-04-14,2163,2383,0,9,88,1292,106.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.373674646874692,3.4118055555555555
1927972279,2016-04-15,980,2221,0,0,51,941,51.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,475.0,499.0,7.916666666666667,0.9519038076152304,5.176689883590155,3.6618055555555555
1927972279,2016-04-18,244,2111,0,0,17,1423,17.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.191730202430248,2.729861111111111
1927972279,2016-04-22,149,2093,0,0,10,1430,10.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.182007980208025,2.720138888888889
1927972279,2016-04-23,2945,2499,0,0,145,1295,145.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.369507980208026,2.9076388888888887
1927972279,2016-04-24,2090,2324,1,6,75,1358,90.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.323674646874692,3.2090277777777776
1927972279,2016-04-25,152,2100,0,0,12,1303,12.0,78.6332321970373,135.0,53.0,13.665153393348703,83.0,,,7.216666666666667,0.9426385708997683,4.358396869096914,2.8965277777777776
